name	count	identityA	identityB	indentityC	indentityBC	interface_identity_AB	interface_identity_BA	interface_identity_AC	interface_identity_CA	interface_identity_BC	noninterface_identity_AB	noninterface_identity_BC	noninterface_identity_AC	noninterface_identity_CA	noninterface_identity_BC	evolved_interaction_AB	evolved_interaction_AB_recalc	evolved_interaction_AC	evolved_interaction_AC_recal	ancestral_interaction_AB	ancestral_interaction_BA	ancestral_interaction_AC	ancestral_interaction_CA	stabilityA	stabilityB	stabilityC
59_A	0	0.993506493506	1.0	NA	NA	1.0	1.0	NA	NA	NA	0.992700729927	NA	NA	NA	NA	-10.9985457662	-10.9985457662	NA	NA	-10.9284520473	-10.9985457662	NA	NA	-139.842489723	-61.2618750097	NA
140_A	10	0.941558441558	0.986301369863	NA	NA	0.944444444444	0.954545454545	NA	NA	NA	0.941176470588	NA	NA	NA	NA	-6.99254663821	-7.13750156745	NA	NA	-7.11853843134	-11.0175089023	NA	NA	-139.884256676	-61.4068284808	NA
144_A	20	0.88961038961	0.958904109589	NA	NA	0.944444444444	0.954545454545	NA	NA	NA	0.882352941176	NA	NA	NA	NA	-7.13619001244	-7.13750156744	NA	NA	-7.18863215026	-11.0175089023	NA	NA	-139.457524344	-61.4676630364	NA
216_B	30	0.857142857143	0.904109589041	NA	NA	0.947368421053	0.857142857143	NA	NA	NA	0.844444444444	NA	NA	NA	NA	-6.2371084228	-6.24086589718	NA	NA	-7.17542881022	-10.0819239499	NA	NA	-139.15773041	-62.4005034696	NA
205_B	40	0.818181818182	0.876712328767	NA	NA	0.894736842105	0.857142857143	NA	NA	NA	0.807407407407	NA	NA	NA	NA	-6.29024683022	-6.29399674425	NA	NA	-7.17557797679	-10.1349056304	NA	NA	-140.774405912	-61.2004336629	NA
100_A	50	0.766233766234	0.849315068493	NA	NA	0.842105263158	0.857142857143	NA	NA	NA	0.755555555556	NA	NA	NA	NA	-6.23726388906	-6.29400328101	NA	NA	-7.10549079464	-10.0819239499	NA	NA	-140.733557254	-62.99919689	NA
172_B	60	0.733766233766	0.808219178082	NA	NA	0.736842105263	0.833333333333	NA	NA	NA	0.733333333333	NA	NA	NA	NA	-5.03004714441	-5.01578554099	NA	NA	-5.8421599373	-10.1455259546	NA	NA	-139.465788061	-62.23463482	NA
120_A	70	0.714285714286	0.767123287671	NA	NA	0.736842105263	0.833333333333	NA	NA	NA	0.711111111111	NA	NA	NA	NA	-5.0408824705	-5.04470967611	NA	NA	-5.94115698265	-10.1450490798	NA	NA	-143.07378918	-63.4505382872	NA
119_A	80	0.668831168831	0.767123287671	NA	NA	0.736842105263	0.833333333333	NA	NA	NA	0.659259259259	NA	NA	NA	NA	-5.10778798364	-5.12940337695	NA	NA	-6.0064690207	-10.1450490798	NA	NA	-137.626533718	-63.4505382872	NA
111_A	90	0.649350649351	0.753424657534	NA	NA	0.736842105263	0.84	NA	NA	NA	0.637037037037	NA	NA	NA	NA	327.853472376	327.849420709	NA	NA	327.170925123	-9.92248871668	NA	NA	-137.733937064	-63.4482012567	NA
68_A	100	0.636363636364	0.712328767123	NA	NA	0.736842105263	0.76	NA	NA	NA	0.622222222222	NA	NA	NA	NA	328.090695339	328.086312512	NA	NA	326.977923041	-9.73592398942	NA	NA	-138.293910367	-62.3406127814	NA
207_B	110	0.616883116883	0.698630136986	NA	NA	0.684210526316	0.76	NA	NA	NA	0.607407407407	NA	NA	NA	NA	328.143304811	328.121565068	NA	NA	327.030532508	-9.71856707766	NA	NA	-135.906457818	-62.2807631188	NA
89_A	120	0.61038961039	0.671232876712	NA	NA	0.684210526316	0.72	NA	NA	NA	0.6	NA	NA	NA	NA	328.292075507	328.267709098	NA	NA	324.75451406	-9.58138331627	NA	NA	-137.740567826	-61.6980475063	NA
68_A	130	0.603896103896	0.657534246575	NA	NA	0.684210526316	0.68	NA	NA	NA	0.592592592593	NA	NA	NA	NA	328.291825123	328.267421802	NA	NA	324.824607134	-9.58132221619	NA	NA	-139.447475757	-62.4866022505	NA
173_B	140	0.597402597403	0.602739726027	NA	NA	0.684210526316	0.64	NA	NA	NA	0.585185185185	NA	NA	NA	NA	328.291825123	328.284796957	NA	NA	324.754513415	-9.56394051887	NA	NA	-137.645969521	-63.3979471744	NA
134_A	150	0.584415584416	0.575342465753	NA	NA	0.684210526316	0.64	NA	NA	NA	0.57037037037	NA	NA	NA	NA	328.170808601	328.161670645	NA	NA	324.759189379	-9.69279836571	NA	NA	-138.792385457	-60.6190498097	NA
68_A	160	0.558441558442	0.561643835616	NA	NA	0.684210526316	0.6	NA	NA	NA	0.540740740741	NA	NA	NA	NA	328.045082016	328.16172594	NA	NA	324.759111474	-9.69266516609	NA	NA	-140.604343234	-60.0164546432	NA
50_A	170	0.551948051948	0.561643835616	NA	NA	0.684210526316	0.6	NA	NA	NA	0.533333333333	NA	NA	NA	NA	330.142171129	330.136942942	NA	NA	326.861461885	-9.69266516609	NA	NA	-140.406322044	-60.1419687845	NA
96_A	180	0.538961038961	0.547945205479	NA	NA	0.684210526316	0.6	NA	NA	NA	0.518518518519	NA	NA	NA	NA	330.40559288	330.400376485	NA	NA	326.861461885	-9.67513601524	NA	NA	-140.948569623	-59.9355633014	NA
192_B	190	0.519480519481	0.547945205479	NA	NA	0.684210526316	0.6	NA	NA	NA	0.496296296296	NA	NA	NA	NA	330.363989869	330.457439714	NA	NA	326.861461885	-9.49473259367	NA	NA	-139.005838174	-60.795038235	NA
20_A	200	0.5	0.547945205479	NA	NA	0.684210526316	0.586206896552	NA	NA	NA	0.474074074074	NA	NA	NA	NA	327.831816974	327.826924304	NA	NA	324.317498957	-9.49473259367	NA	NA	-138.647592812	-61.3129495758	NA
118_A	210	0.474025974026	0.534246575342	NA	NA	0.631578947368	0.551724137931	NA	NA	NA	0.451851851852	NA	NA	NA	NA	330.321028456	330.318930423	NA	NA	326.097416608	-9.49473259365	NA	NA	-138.504432954	-62.5883435938	NA
148_A	220	0.454545454545	0.520547945205	NA	NA	0.631578947368	0.551724137931	NA	NA	NA	0.42962962963	NA	NA	NA	NA	330.308379833	330.306188121	NA	NA	326.097416526	-9.5016247243	NA	NA	-136.815764871	-63.2811175534	NA
179_B	230	0.461038961039	0.520547945205	NA	NA	0.631578947368	0.571428571429	NA	NA	NA	0.437037037037	NA	NA	NA	NA	331.667070321	331.947251041	NA	NA	327.777622925	-9.5016247243	NA	NA	-138.327027289	-64.1975890821	NA
29_A	240	0.461038961039	0.493150684932	NA	NA	0.631578947368	0.5	NA	NA	NA	0.437037037037	NA	NA	NA	NA	332.158902582	332.438543391	NA	NA	328.072836931	-8.98498819968	NA	NA	-137.770652094	-63.2396631118	NA
33_A	250	0.441558441558	0.493150684932	NA	NA	0.631578947368	0.5	NA	NA	NA	0.414814814815	NA	NA	NA	NA	332.255886014	332.439804887	NA	NA	327.777672665	-8.98498819967	NA	NA	-135.116805193	-62.8396914813	NA
30_A	260	0.435064935065	0.479452054795	NA	NA	0.578947368421	0.5	NA	NA	NA	0.414814814815	NA	NA	NA	NA	331.9278806	331.832754739	NA	NA	328.084579517	-9.0042946262	NA	NA	-133.906709841	-61.3302990558	NA
207_B	270	0.441558441558	0.452054794521	NA	NA	0.578947368421	0.5	NA	NA	NA	0.422222222222	NA	NA	NA	NA	331.643150331	332.408666505	NA	NA	329.166275231	-9.00593994945	NA	NA	-130.125172528	-62.2360864861	NA
85_A	280	0.441558441558	0.465753424658	NA	NA	0.578947368421	0.518518518519	NA	NA	NA	0.422222222222	NA	NA	NA	NA	332.045708518	332.043842042	NA	NA	329.60654463	-9.03020142877	NA	NA	-132.083034485	-61.8302049748	NA
