name	count	identityA	identityB	indentityC	indentityBC	interface_identity_AB	interface_identity_BA	interface_identity_AC	interface_identity_CA	interface_identity_BC	noninterface_identity_AB	noninterface_identity_BC	noninterface_identity_AC	noninterface_identity_CA	noninterface_identity_BC	evolved_interaction_AB	evolved_interaction_AB_recalc	evolved_interaction_AC	evolved_interaction_AC_recal	ancestral_interaction_AB	ancestral_interaction_BA	ancestral_interaction_AC	ancestral_interaction_CA	stabilityA	stabilityB	stabilityC
211_B	0	1.0	0.986301369863	NA	NA	1.0	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	-10.9985445968	-10.9985445968	NA	NA	-10.9985457662	-10.7147223046	NA	NA	-139.249822214	-61.2356365997	NA
207_B	10	0.954545454545	0.945205479452	NA	NA	0.823529411765	0.961538461538	NA	NA	NA	0.970802919708	NA	NA	NA	NA	-7.60297843895	-7.53478393887	NA	NA	-7.67180680378	-10.934587053	NA	NA	-137.130264118	-59.965414476	NA
28_A	20	0.922077922078	0.904109589041	NA	NA	0.764705882353	1.0	NA	NA	NA	0.941605839416	NA	NA	NA	NA	-6.9952493225	-6.99553033701	NA	NA	-6.99554179429	-10.9345753975	NA	NA	-146.326460729	-60.1657235255	NA
100_A	30	0.87012987013	0.876712328767	NA	NA	0.764705882353	1.0	NA	NA	NA	0.883211678832	NA	NA	NA	NA	-7.10452962236	-7.03470679612	NA	NA	-7.03472149675	-10.9345753975	NA	NA	-146.254224187	-62.8707416586	NA
219_B	40	0.818181818182	0.849315068493	NA	NA	0.684210526316	0.913043478261	NA	NA	NA	0.837037037037	NA	NA	NA	NA	-3.83654123852	-3.83791251486	NA	NA	-5.3204048704	-9.39491214555	NA	NA	-139.123237404	-60.4912445112	NA
1_A	50	0.772727272727	0.821917808219	NA	NA	0.684210526316	0.913043478261	NA	NA	NA	0.785185185185	NA	NA	NA	NA	-3.83654123851	-3.67723368262	NA	NA	-5.32041085928	-9.39491214556	NA	NA	-138.072540295	-60.651692624	NA
194_B	60	0.746753246753	0.794520547945	NA	NA	0.588235294118	0.913043478261	NA	NA	NA	0.766423357664	NA	NA	NA	NA	-4.18372622162	-4.18492209131	NA	NA	-4.3297161494	-10.6609174178	NA	NA	-139.402318163	-62.5700953102	NA
145_A	70	0.720779220779	0.753424657534	NA	NA	0.588235294118	0.913043478261	NA	NA	NA	0.737226277372	NA	NA	NA	NA	-4.18372485638	-4.18492072368	NA	NA	-4.39980986832	-10.7248760071	NA	NA	-135.564610385	-61.2885747001	NA
50_A	80	0.701298701299	0.739726027397	NA	NA	0.588235294118	0.869565217391	NA	NA	NA	0.715328467153	NA	NA	NA	NA	-4.06351124375	-4.06358954786	NA	NA	-4.36086804482	-10.6641311966	NA	NA	-137.612935214	-60.9342283308	NA
34_A	90	0.694805194805	0.72602739726	NA	NA	0.588235294118	0.869565217391	NA	NA	NA	0.70802919708	NA	NA	NA	NA	-4.06611652648	-4.06599045934	NA	NA	-4.36326895631	-10.6641311966	NA	NA	-137.818063036	-59.9712327028	NA
44_A	100	0.668831168831	0.698630136986	NA	NA	0.529411764706	0.869565217391	NA	NA	NA	0.686131386861	NA	NA	NA	NA	-4.06585989277	-4.06589626475	NA	NA	-4.36314404932	-10.6641667004	NA	NA	-137.487996309	-59.9900029423	NA
143_A	110	0.623376623377	0.684931506849	NA	NA	0.529411764706	0.869565217391	NA	NA	NA	0.63503649635	NA	NA	NA	NA	-4.09276130295	-4.09273406528	NA	NA	-4.46007556877	-10.6641667004	NA	NA	-137.155142837	-60.8407649477	NA
192_B	120	0.603896103896	0.671232876712	NA	NA	0.529411764706	0.869565217391	NA	NA	NA	0.613138686131	NA	NA	NA	NA	-4.08943863657	-4.08943395668	NA	NA	-4.48421984181	-10.6641667004	NA	NA	-136.324898738	-60.4624283036	NA
10_A	130	0.590909090909	0.630136986301	NA	NA	0.555555555556	0.826086956522	NA	NA	NA	0.595588235294	NA	NA	NA	NA	-4.51909916533	-4.88553276255	NA	NA	-4.38668174041	-10.8906166557	NA	NA	-137.890422746	-59.5942994734	NA
51_A	140	0.564935064935	0.643835616438	NA	NA	0.555555555556	0.826086956522	NA	NA	NA	0.566176470588	NA	NA	NA	NA	-4.51909917606	-4.51932770785	NA	NA	-4.38668174041	-10.8906174614	NA	NA	-139.245997038	-59.0638648128	NA
219_B	150	0.545454545455	0.643835616438	NA	NA	0.5	0.863636363636	NA	NA	NA	0.551470588235	NA	NA	NA	NA	-1.9164331844	-2.21329194343	NA	NA	-2.1560826679	-10.4609362777	NA	NA	-138.211931259	-59.2259295312	NA
106_A	160	0.519480519481	0.616438356164	NA	NA	0.473684210526	0.772727272727	NA	NA	NA	0.525925925926	NA	NA	NA	NA	-1.73786575978	-1.73833071882	NA	NA	-2.15675247952	-10.254800111	NA	NA	-137.340383722	-57.4525848044	NA
119_A	170	0.493506493506	0.602739726027	NA	NA	0.421052631579	0.772727272727	NA	NA	NA	0.503703703704	NA	NA	NA	NA	-0.506577330758	-0.506882102	NA	NA	-1.04353030527	-10.254800111	NA	NA	-137.321765477	-56.2685421734	NA
125_A	180	0.480519480519	0.58904109589	NA	NA	0.421052631579	0.727272727273	NA	NA	NA	0.488888888889	NA	NA	NA	NA	-0.270289059527	-0.270757867303	NA	NA	-1.10738611447	-9.92606204334	NA	NA	-137.364880164	-55.8136017135	NA
126_A	190	0.474025974026	0.561643835616	NA	NA	0.4	0.681818181818	NA	NA	NA	0.485074626866	NA	NA	NA	NA	-0.178428105488	-0.17884249235	NA	NA	-0.609746717237	-8.09692375367	NA	NA	-139.892462122	-56.9089146549	NA
16_A	200	0.480519480519	0.547945205479	NA	NA	0.421052631579	0.636363636364	NA	NA	NA	0.488888888889	NA	NA	NA	NA	-2.55761458216	-2.56344855202	NA	NA	-3.2429915529	-5.38025133848	NA	NA	-141.541547224	-56.7249214251	NA
168_B	210	0.474025974026	0.547945205479	NA	NA	0.5	0.652173913043	NA	NA	NA	0.470588235294	NA	NA	NA	NA	0.109044988561	0.103458208431	NA	NA	-0.16558774586	-5.39470758929	NA	NA	-139.087187622	-58.0050268781	NA
29_A	220	0.467532467532	0.547945205479	NA	NA	0.5	0.6	NA	NA	NA	0.463235294118	NA	NA	NA	NA	0.728255923152	0.728211755606	NA	NA	0.0151323905685	-5.39470758931	NA	NA	-138.147219196	-57.9132746785	NA
105_A	230	0.461038961039	0.534246575342	NA	NA	0.5	0.6	NA	NA	NA	0.455882352941	NA	NA	NA	NA	0.728378119769	0.939030325599	NA	NA	0.0852261094826	-5.39458540467	NA	NA	-137.727376513	-58.5453873892	NA
6_A	240	0.454545454545	0.506849315068	NA	NA	0.5	0.625	NA	NA	NA	0.448529411765	NA	NA	NA	NA	1.37713351148	1.37714479207	NA	NA	-0.0352522618961	-4.97329970738	NA	NA	-138.594631344	-58.5052179461	NA
9_A	250	0.435064935065	0.506849315068	NA	NA	0.5	0.625	NA	NA	NA	0.426470588235	NA	NA	NA	NA	1.52368081605	1.33504819219	NA	NA	0.788819651356	-4.97329970738	NA	NA	-137.194240866	-59.2446645847	NA
225_B	260	0.428571428571	0.520547945205	NA	NA	0.5	0.625	NA	NA	NA	0.419117647059	NA	NA	NA	NA	1.3363757383	1.33644283509	NA	NA	-0.0773509840157	-4.97019601327	NA	NA	-138.498864735	-59.9477060131	NA
153_A	270	0.409090909091	0.493150684932	NA	NA	0.5	0.583333333333	NA	NA	NA	0.397058823529	NA	NA	NA	NA	1.35578007862	1.42971406012	NA	NA	-0.00936612416103	-4.94869474521	NA	NA	-136.591365567	-59.9200049065	NA
20_A	280	0.415584415584	0.465753424658	NA	NA	0.473684210526	0.5	NA	NA	NA	0.407407407407	NA	NA	NA	NA	-2.27342931301	-2.27283856004	NA	NA	-2.35279114659	31.5005154916	NA	NA	-137.497804609	-61.3651656283	NA
101_A	290	0.409090909091	0.424657534247	NA	NA	0.473684210526	0.5	NA	NA	NA	0.4	NA	NA	NA	NA	-2.27342931301	-2.27283856004	NA	NA	-2.35279114659	31.5005154916	NA	NA	-136.277463377	-61.4739667976	NA
173_B	300	0.402597402597	0.424657534247	NA	NA	0.473684210526	0.541666666667	NA	NA	NA	0.392592592593	NA	NA	NA	NA	-2.1344094048	-2.13381333208	NA	NA	-2.38093115568	31.5007904781	NA	NA	-134.484594834	-60.6240473991	NA
