name	count	identityA	identityB	indentityC	indentityBC	interface_identity_AB	interface_identity_BA	interface_identity_AC	interface_identity_CA	interface_identity_BC	noninterface_identity_AB	noninterface_identity_BC	noninterface_identity_AC	noninterface_identity_CA	noninterface_identity_BC	evolved_interaction_AB	evolved_interaction_AB_recalc	evolved_interaction_AC	evolved_interaction_AC_recal	ancestral_interaction_AB	ancestral_interaction_BA	ancestral_interaction_AC	ancestral_interaction_CA	stabilityA	stabilityB	stabilityC
11_A	0	0.993506493506	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.992700729927	1.0	0.992700729927	1.0	1.0	-8.87737428006	-8.94745127584	-8.94746799898	-8.94745127584	-8.94745127584	-10.9985457662	-8.94745127584	-10.9985457662	-140.57524582	-61.2618750097	-61.2618750097
74_A	10	0.928571428571	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.919708029197	1.0	0.919708029197	1.0	1.0	-8.94747026399	-8.94745352693	-8.87737654507	-8.94745352693	-8.73376116082	-10.9284520473	-8.87735980801	-10.9985457662	-138.710476523	-61.2618750097	-61.2618750097
104_A	20	0.896103896104	0.972602739726	1.0	0.972602739726	0.941176470588	1.0	0.941176470588	1.0	1.0	0.890510948905	0.958333333333	0.890510948905	1.0	0.958333333333	-9.37905801009	-9.30899991	-9.3790580101	-9.37909362893	-9.37909362893	-10.9284520473	-9.30899991001	-10.9985457662	-139.639428593	-59.9180926409	-61.2618750097
227_B	30	0.863636363636	0.958904109589	0.972602739726	0.958904109589	0.882352941176	1.0	0.882352941176	1.0	1.0	0.861313868613	0.9375	0.861313868613	0.958333333333	0.9375	-7.49070448332	-6.34823715252	-6.34728831096	-6.34823715253	-6.34823715253	-10.9985457662	-7.56090442267	-10.9284520473	-138.975271583	-58.6280383647	-59.3409165807
87_A	40	0.818181818182	0.958904109589	0.972602739726	0.958904109589	0.823529411765	1.0	0.823529411765	1.0	1.0	0.817518248175	0.936170212766	0.817518248175	0.957446808511	0.936170212766	-6.36757547163	-6.17326124071	-6.36757547163	-7.57662392573	-6.29386293666	-10.7848171929	-7.57662392572	-10.9284520473	-138.93822299	-58.6280383647	-59.3409165807
7_A	50	0.779220779221	0.958904109589	0.972602739726	0.958904109589	0.823529411765	1.0	0.823529411765	1.0	1.0	0.773722627737	0.936170212766	0.773722627737	0.957446808511	0.936170212766	-6.45932145669	-6.45572395645	-7.67292161416	-6.45572395645	-6.45572395645	-10.9985457662	-6.45572395645	-10.9985457662	-140.07576359	-58.6280383647	-60.5440043581
10_A	60	0.746753246753	0.958904109589	0.958904109589	0.945205479452	0.823529411765	1.0	0.823529411765	1.0	1.0	0.737226277372	0.914893617021	0.737226277372	0.936170212766	0.914893617021	-7.67669989546	-6.38940577038	-6.46309973799	-6.45949948929	-7.67225856969	-10.9985457662	-6.45949948929	-10.9985457662	-139.795793671	-58.6280383647	-60.5122723969
66_A	70	0.714285714286	0.958904109589	0.931506849315	0.917808219178	0.823529411765	1.0	0.823529411765	0.961538461538	0.961538461538	0.700729927007	0.893617021277	0.700729927007	0.914893617021	0.893617021277	-9.13853944899	-9.24023472878	-9.0796428243	-9.28409680605	-9.13394963837	-10.9985457662	-9.24023472878	-11.0424078435	-138.021353049	-58.6280383647	-59.2218616362
22_A	80	0.688311688312	0.945205479452	0.931506849315	0.917808219178	0.705882352941	0.961538461538	0.705882352941	0.961538461538	0.961538461538	0.686131386861	0.893617021277	0.686131386861	0.914893617021	0.893617021277	-9.10705356258	-9.06579285117	-9.08082411779	-9.10965713022	-9.06579505294	-10.9985435644	-9.06579553408	-10.9723141245	-139.829523954	-59.2062176767	-60.602713207
151_A	90	0.649350649351	0.945205479452	0.931506849315	0.917808219178	0.529411764706	0.961538461538	0.529411764706	0.961538461538	0.961538461538	0.664233576642	0.893617021277	0.664233576642	0.914893617021	0.893617021277	-8.15071130087	-8.15281748915	-8.12460044434	-8.09663741248	-8.15293740182	-10.9985435644	-8.0527753352	-10.9723141245	-138.272724975	-59.2062176767	-60.602713207
