name	count	identityA	identityB	indentityC	indentityBC	interface_identity_AB	interface_identity_BA	interface_identity_AC	interface_identity_CA	interface_identity_BC	noninterface_identity_AB	noninterface_identity_BC	noninterface_identity_AC	noninterface_identity_CA	noninterface_identity_BC	evolved_interaction_AB	evolved_interaction_AB_recalc	evolved_interaction_AC	evolved_interaction_AC_recal	ancestral_interaction_AB	ancestral_interaction_BA	ancestral_interaction_AC	ancestral_interaction_CA	stabilityA	stabilityB	stabilityC
99_A	0	0.993506493506	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.992700729927	1.0	0.992700729927	1.0	1.0	-10.9985457662	-10.9985457662	-10.9284520473	-10.9985457662	-10.9985457662	-10.9985457662	-10.9284520473	-10.9284520473	-139.369665088	-61.2618750097	-61.2618750097
38_A	10	0.941558441558	1.0	1.0	1.0	0.941176470588	1.0	0.941176470588	1.0	1.0	0.941605839416	1.0	0.941605839416	1.0	1.0	-5.30746276	-5.59247990233	-5.39482740562	-5.59247990233	-5.52238618341	-10.9985457662	-5.46607231111	-10.9985457662	-138.333754937	-61.2618750097	-61.2618750097
62_A	20	0.883116883117	1.0	1.0	1.0	0.882352941176	1.0	0.882352941176	1.0	1.0	0.883211678832	1.0	0.883211678832	1.0	1.0	-7.60733846765	-7.53832924295	-7.60733846765	-7.53832924295	-7.60842296187	-10.9985457662	-7.60842296187	-10.9985457662	-138.740646507	-61.2618750097	-61.2618750097
145_A	30	0.831168831169	1.0	1.0	1.0	0.823529411765	1.0	0.823529411765	1.0	1.0	0.832116788321	1.0	0.832116788321	1.0	1.0	-7.49772197763	-6.7086898312	-6.95965757891	-7.49931714458	-7.42922342566	-10.9284520473	-7.49931714458	-10.9985457662	-139.422143496	-61.2618750097	-61.2618750097
4_A	40	0.779220779221	1.0	1.0	1.0	0.764705882353	1.0	0.764705882353	1.0	1.0	0.78102189781	1.0	0.78102189781	1.0	1.0	-7.86338535947	-7.93100426593	-8.15189866902	-7.8595016486	-8.07323874174	-10.9985457662	-8.14333246066	-10.9985457662	-139.291449176	-61.2618750097	-61.2618750097
55_A	50	0.733766233766	1.0	1.0	1.0	0.764705882353	1.0	0.764705882353	1.0	1.0	0.729927007299	1.0	0.729927007299	1.0	1.0	-10.428067334	-10.349115187	-10.3484358097	-10.2790214681	-10.3491179003	-10.9284520473	-10.2790241814	-10.9985457662	-139.903495694	-61.2618750097	-61.2618750097
148_A	60	0.714285714286	1.0	0.986301369863	0.986301369863	0.764705882353	1.0	0.764705882353	1.0	1.0	0.70802919708	0.980769230769	0.70802919708	0.980769230769	0.980769230769	-10.428067334	-10.2790241814	-10.2783420908	-10.3491179003	-10.3491179003	-10.9985457662	-10.3491179003	-10.9284520473	-140.932270524	-61.2618750097	-61.4546733657
142_A	70	0.688311688312	0.972602739726	0.972602739726	0.945205479452	0.722222222222	0.904761904762	0.764705882353	1.0	0.904761904762	0.683823529412	0.961538461538	0.678832116788	0.961538461538	0.961538461538	-9.88641896642	-9.88736812415	-10.6287838759	-10.6297368003	-10.6297395136	-10.3033300393	-10.6297395136	-10.9985457662	-140.090296515	-61.7530338354	-60.4157143273
65_A	80	0.675324675325	0.972602739726	0.972602739726	0.945205479452	0.666666666667	0.9	0.705882352941	1.0	0.9	0.676470588235	0.962264150943	0.671532846715	0.962264150943	0.962264150943	-9.44997278821	-9.50894452065	-10.2465781481	-10.1812221912	-10.1812221912	-10.249089589	-10.2513159101	-10.9985457662	-138.118049438	-61.7530338354	-60.4157143273
124_A	90	0.649350649351	0.958904109589	0.945205479452	0.904109589041	0.666666666667	0.9	0.705882352941	0.95	0.85	0.647058823529	0.924528301887	0.642335766423	0.943396226415	0.924528301887	-9.50951339224	-9.46000621849	-10.2557872552	-10.2605310163	-10.2566180583	-10.3033300393	-10.2566180583	-10.7828319284	-139.329071797	-61.7219070132	-59.2074776421
193_B	100	0.623376623377	0.945205479452	0.945205479452	0.890410958904	0.611111111111	0.9	0.647058823529	0.95	0.85	0.625	0.905660377358	0.620437956204	0.943396226415	0.905660377358	-9.6908620015	-9.64232607926	-10.1826848594	-10.1182969339	-10.1844776948	-10.3033300393	-10.1844776948	-10.9284449595	-141.120835966	-59.768318541	-59.2074776421
144_A	110	0.603896103896	0.931506849315	0.945205479452	0.876712328767	0.611111111111	0.9	0.647058823529	0.95	0.85	0.602941176471	0.88679245283	0.598540145985	0.943396226415	0.88679245283	-9.69484070065	-9.70054522878	-10.1826848594	-10.1182969339	-10.1143839759	-10.3033300393	-10.1844776948	-10.9985386785	-139.447033787	-59.2083042045	-59.2074776421
46_A	120	0.590909090909	0.904109589041	0.945205479452	0.849315068493	0.611111111111	0.9	0.647058823529	0.95	0.85	0.588235294118	0.849056603774	0.583941605839	0.943396226415	0.849056603774	-9.64738679843	-9.70732165496	-10.1193776887	-10.195167079	-10.191254121	-10.3033300393	-9.91339051267	-10.9284449595	-136.480376376	-61.0985955726	-59.2074776421
109_A	130	0.564935064935	0.904109589041	0.931506849315	0.835616438356	0.611111111111	0.9	0.647058823529	0.95	0.85	0.558823529412	0.830188679245	0.554744525547	0.924528301887	0.830188679245	-9.64736427169	-9.65305867787	-10.1894488809	-10.1951445523	-10.1912315943	-10.3033300393	-10.1912315943	-10.9284449595	-137.30710831	-61.0985955726	-59.9483910422
