name	count	identityA	identityB	indentityC	indentityBC	interface_identity_AB	interface_identity_BA	interface_identity_AC	interface_identity_CA	interface_identity_BC	noninterface_identity_AB	noninterface_identity_BC	noninterface_identity_AC	noninterface_identity_CA	noninterface_identity_BC	evolved_interaction_AB	evolved_interaction_AB_recalc	evolved_interaction_AC	evolved_interaction_AC_recal	ancestral_interaction_AB	ancestral_interaction_BA	ancestral_interaction_AC	ancestral_interaction_CA	stabilityA	stabilityB	stabilityC
129_A	0	0.993506493506	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.992700729927	1.0	0.992700729927	1.0	1.0	-10.9985457662	-10.9985457662	-10.9985457662	-10.9985457662	-10.9284520473	-10.9284520473	-10.9985457662	-10.9284520473	-139.440806652	-61.2618750097	-61.2618750097
27_A	10	0.941558441558	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.934306569343	1.0	0.934306569343	1.0	1.0	-10.9284574528	-10.9985511784	-10.9985511717	-10.9284574595	-10.9985511784	-10.9284520473	-10.9284574595	-10.9985457662	-137.842913771	-61.2618750097	-61.2618750097
68_A	20	0.88961038961	0.986301369863	1.0	0.986301369863	0.941176470588	1.0	0.941176470588	1.0	1.0	0.883211678832	0.980392156863	0.883211678832	1.0	0.980392156863	-7.43321466372	-7.36429798732	-7.43321466372	-7.43439170624	-7.43439170624	-10.9985457662	-7.43439170624	-10.9284520473	-140.662080819	-61.0837260702	-61.2618750097
214_B	30	0.850649350649	0.972602739726	0.972602739726	0.945205479452	0.941176470588	0.952380952381	0.941176470588	1.0	0.952380952381	0.839416058394	0.942307692308	0.839416058394	0.961538461538	0.942307692308	-7.43137207189	-7.3624488928	-7.42039685322	-7.35147774497	-7.35110565608	-10.9795875039	-7.42119937499	-10.9989205684	-138.344727638	-61.1767675417	-59.7899299226
98_A	40	0.798701298701	0.972602739726	0.958904109589	0.931506849315	0.882352941176	0.95652173913	0.882352941176	1.0	0.95652173913	0.788321167883	0.92	0.788321167883	0.94	0.92	-7.31367979706	-7.24472607107	-7.23256275625	-7.23370787098	-7.30342638473	-10.9795875039	-7.30342638473	-10.9989205684	-138.759448349	-61.1767675417	-58.4902798019
289_C	50	0.766233766234	0.972602739726	0.945205479452	0.917808219178	0.882352941176	0.95652173913	0.882352941176	0.95652173913	0.913043478261	0.751824817518	0.92	0.751824817518	0.94	0.92	-7.28933883114	-7.22041938076	-6.46864412821	-6.46977064867	-7.3095388468	-10.9094937849	-7.23944512788	-10.1724899044	-141.53571193	-61.1767675417	-58.6398292239
151_A	60	0.727272727273	0.972602739726	0.945205479452	0.917808219178	0.882352941176	0.95652173913	0.882352941176	0.95652173913	0.913043478261	0.70802919708	0.92	0.70802919708	0.94	0.92	-7.25692015309	-7.32819349027	-6.51764909536	-6.5187744856	-7.35854268372	-10.9795875039	-7.2884489648	-10.1724899044	-138.1556981	-61.1767675417	-58.6398292239
119_A	70	0.707792207792	0.972602739726	0.931506849315	0.904109589041	0.823529411765	0.954545454545	0.823529411765	0.954545454545	0.909090909091	0.693430656934	0.901960784314	0.693430656934	0.921568627451	0.901960784314	-6.47906561069	-6.47881372349	-5.60722127617	-5.54106701902	-6.23938282864	-10.9795875039	-6.50916291695	-10.243848574	-143.428886156	-61.1767675417	-59.1823268984
8_A	80	0.694805194805	0.972602739726	0.931506849315	0.904109589041	0.823529411765	0.954545454545	0.823529411765	0.954545454545	0.909090909091	0.678832116788	0.901960784314	0.678832116788	0.921568627451	0.901960784314	-6.45880621564	-6.45887177596	-5.60263211302	-5.73621649782	-6.48922096943	-10.9795875039	-6.48922096943	-10.243848574	-140.281591812	-61.1767675417	-59.1823268984
50_A	90	0.668831168831	0.958904109589	0.917808219178	0.904109589041	0.823529411765	0.958333333333	0.833333333333	0.916666666667	0.916666666667	0.649635036496	0.897959183673	0.647058823529	0.918367346939	0.897959183673	-6.5305969965	-6.60060582665	-5.24159457562	-5.30668890442	-6.63095502012	-10.9795875039	-6.63095502012	-9.67230129029	-139.872116351	-61.2651386667	-58.3284274846
49_A	100	0.662337662338	0.945205479452	0.917808219178	0.890410958904	0.823529411765	0.958333333333	0.833333333333	0.916666666667	0.916666666667	0.642335766423	0.877551020408	0.639705882353	0.918367346939	0.877551020408	-6.60069071542	-6.60060582666	-5.30673136879	-5.24155542414	-6.63095502012	-10.9094937849	-6.63095153711	-9.67230129029	-140.635601459	-61.3778279506	-58.3284274846
36_A	110	0.636363636364	0.945205479452	0.917808219178	0.890410958904	0.764705882353	0.958333333333	0.777777777778	0.916666666667	0.916666666667	0.620437956204	0.877551020408	0.617647058824	0.918367346939	0.877551020408	-7.52203439687	-7.52195871167	-6.05787832833	-6.12298965361	-7.55230790514	-10.9094937849	-7.55230790514	-9.67230129029	-137.02677485	-61.3778279506	-58.3284274846
40_A	120	0.616883116883	0.945205479452	0.904109589041	0.890410958904	0.705882352941	0.958333333333	0.722222222222	0.916666666667	0.916666666667	0.605839416058	0.877551020408	0.602941176471	0.897959183673	0.877551020408	-7.47400479351	-7.54402282723	-6.07962188153	-6.0795993854	-7.50427830178	-10.9094937849	-7.5743720207	-9.67198038681	-135.521203368	-61.3778279506	-58.5807828088
4_A	130	0.590909090909	0.945205479452	0.904109589041	0.890410958904	0.588235294118	0.958333333333	0.611111111111	0.916666666667	0.916666666667	0.591240875912	0.877551020408	0.588235294118	0.897959183673	0.877551020408	-7.94480864742	-7.9491275606	-7.5554051791	-7.62476709446	-7.85775228756	-10.9094937849	-7.85775228756	-9.67198038681	-137.495258321	-61.3778279506	-58.5807828088
139_A	140	0.551948051948	0.945205479452	0.904109589041	0.890410958904	0.588235294118	0.958333333333	0.611111111111	0.916666666667	0.916666666667	0.547445255474	0.877551020408	0.544117647059	0.897959183673	0.877551020408	-7.94480864742	-7.94912756061	-7.62054197226	-7.62476709445	-7.92784600646	-10.9795875039	-7.85775228755	-9.44769535524	-137.328700789	-61.3778279506	-58.5807828088
2_A	150	0.538961038961	0.945205479452	0.904109589041	0.890410958904	0.588235294118	0.961538461538	0.611111111111	0.923076923077	0.923076923077	0.532846715328	0.872340425532	0.529411764706	0.893617021277	0.872340425532	-8.22223554064	-8.15643447269	-7.63086299913	-7.63505461079	-8.19390340075	-10.9795875039	-8.12380968183	-9.67198038681	-139.343997629	-61.3778279506	-58.5807828088
59_A	160	0.532467532468	0.945205479452	0.904109589041	0.890410958904	0.588235294118	0.961538461538	0.611111111111	0.923076923077	0.923076923077	0.525547445255	0.872340425532	0.522058823529	0.893617021277	0.872340425532	-8.22223554064	-8.22652819161	-7.63118356149	-7.63537551428	-8.19390340075	-10.9094937849	-8.19390340075	-9.6723012903	-141.776511242	-61.3778279506	-58.992966184
76_A	170	0.519480519481	0.931506849315	0.904109589041	0.876712328767	0.529411764706	0.954545454545	0.555555555556	0.909090909091	0.909090909091	0.518248175182	0.862745098039	0.514705882353	0.901960784314	0.862745098039	-7.54022744101	-7.47443118439	-6.8840386687	-6.95337222597	-7.51190011244	-10.9795875039	-7.44180639352	-9.6723012903	-139.668491807	-61.6065583362	-58.992966184
27_A	180	0.487012987013	0.917808219178	0.904109589041	0.86301369863	0.470588235294	0.954545454545	0.5	0.909090909091	0.909090909091	0.489051094891	0.843137254902	0.485294117647	0.901960784314	0.843137254902	-7.52709384244	-7.46128860168	-6.9360418633	-6.87509616299	-7.42866381082	-10.7658589306	-7.42866381082	-9.60716781001	-139.935566379	-59.258715925	-58.992966184
99_A	190	0.461038961039	0.917808219178	0.876712328767	0.835616438356	0.470588235294	0.954545454545	0.5	0.909090909091	0.909090909091	0.459854014599	0.803921568627	0.455882352941	0.862745098039	0.803921568627	-7.52709384245	-7.53138232059	-6.87090507014	-6.87509616298	-7.49875752974	-10.9795875039	-7.42866381082	-9.6723012903	-140.904494877	-59.258715925	-58.17444951
33_A	200	0.441558441558	0.904109589041	0.876712328767	0.821917808219	0.473684210526	0.909090909091	0.5	0.909090909091	0.863636363636	0.437037037037	0.803921568627	0.433823529412	0.862745098039	0.803921568627	-5.30388916236	-5.30809024934	-6.87090507014	-6.87509616298	-7.42866381082	-8.55643592786	-7.49875752974	-9.6723012903	-138.634226851	-59.0625690024	-58.17444951
13_A	210	0.428571428571	0.904109589041	0.86301369863	0.821917808219	0.473684210526	0.909090909091	0.5	0.909090909091	0.863636363636	0.422222222222	0.803921568627	0.419117647059	0.843137254902	0.803921568627	-5.30981275227	-5.31405221353	-6.92233680619	-6.86143125617	-7.50471949394	-8.55643592786	-7.50471949394	-9.6723012903	-138.986881244	-59.0625690024	-58.3095595006
112_A	220	0.422077922078	0.904109589041	0.86301369863	0.821917808219	0.473684210526	0.909090909091	0.5	0.909090909091	0.863636363636	0.414814814815	0.803921568627	0.411764705882	0.843137254902	0.803921568627	-5.30863179072	-5.31292331448	-6.92084641818	-6.92512609506	-7.43349687598	-8.55643592786	-7.5035905949	-9.67199154794	-138.133775977	-59.0625690024	-58.3604329173
40_A	230	0.415584415584	0.890410958904	0.86301369863	0.808219178082	0.45	0.863636363636	0.5	0.909090909091	0.818181818182	0.410447761194	0.803921568627	0.404411764706	0.843137254902	0.803921568627	-6.24282110018	-6.24371483685	-6.85570962501	-6.92512609506	-7.50359059489	-8.57781292042	-7.43349687597	-9.60685806766	-137.885294469	-57.4554416255	-58.3604329173
193_B	240	0.376623376623	0.876712328767	0.86301369863	0.808219178082	0.45	0.863636363636	0.5	0.909090909091	0.818181818182	0.365671641791	0.803921568627	0.360294117647	0.843137254902	0.803921568627	-6.80251970192	-6.89521530629	-5.12387983168	-5.12845163858	-5.70737392032	-8.79154486705	-5.6372802014	-9.67199154795	-141.897313709	-57.3047671247	-58.5254880487
132_A	250	0.376623376623	0.876712328767	0.86301369863	0.808219178082	0.45	0.863636363636	0.5	0.909090909091	0.818181818182	0.365671641791	0.803921568627	0.360294117647	0.843137254902	0.803921568627	-6.89435521935	-6.89521530629	-5.05874303853	-5.12845163858	-5.70737392032	-8.79154486705	-5.70737392032	-9.60685806766	-141.256001566	-57.3047671247	-58.5254880487
134_A	260	0.38961038961	0.876712328767	0.86301369863	0.808219178082	0.45	0.869565217391	0.5	0.913043478261	0.826086956522	0.380597014925	0.8	0.375	0.84	0.8	-5.98622656479	-6.07403284701	-4.45615301909	-4.39212374205	-5.03617950407	-8.79154486705	-4.96608578516	-9.67199154795	-138.935458451	-57.3047671247	-58.5254880487
276_C	270	0.38961038961	0.876712328767	0.86301369863	0.808219178082	0.45	0.869565217391	0.470588235294	0.913043478261	0.826086956522	0.380597014925	0.8	0.379562043796	0.84	0.8	-5.96535735374	-5.96021759272	-5.56022983231	-5.62553533169	-5.04879133009	-8.79154486705	-5.04879133009	-10.8240613637	-139.686612668	-57.3047671247	-60.4647780528
128_A	280	0.376623376623	0.876712328767	0.86301369863	0.821917808219	0.45	0.869565217391	0.470588235294	0.913043478261	0.826086956522	0.365671641791	0.82	0.36496350365	0.84	0.82	-6.32741687874	-6.10739893527	-5.65263383971	-5.97478074322	-5.07643468496	-8.79154486705	-5.00634096604	-10.8240613637	-141.462889102	-59.5170102387	-60.4647780528
